doc_id,replydate,replies,char_count_median,response_median,response_rating,response_likes
21133,2016-01-08,1,50,3,"",1
19860,2015-12-15,2,481,0,"",1
21133,2016-01-27,1,281,279,"",1
19860,2015-12-25,2,324,521,"",1
21133,2016-02-29,1,157,178,4,1
19860,2016-02-08,1,593,68,"",1
21133,2016-03-06,1,102,74,"",1
19977,2015-12-22,2,156,0,"",1
21133,2016-03-15,6,270,159,"",1
20266,2015-09-23,5,130,209,3,1
21133,2016-03-16,4,166,362,2,1
20266,2015-09-28,3,156,29,"",1
21133,2016-03-23,2,88,47,5,1
20266,2015-10-09,1,153,0,"",1
21133,2016-03-30,6,127,177,2,1
20326,2016-03-23,1,289,232,2,1
21133,2016-04-04,2,135,37,2,1
20451,2016-02-29,2,57,53,4,1
21133,2016-04-12,8,121,180,5,1
20842,2016-04-20,1,540,145,5,1
21133,2016-04-17,6,95,319,5,1
21133,2015-12-16,5,192,70,"",1
21463,2016-02-05,4,153,2359,"",1
21133,2016-02-04,3,129,24,4,1
21463,2016-02-19,2,184,337,4,1
21133,2016-03-07,3,92,609,1,1
21637,2015-08-17,1,617,15,3,1
21133,2016-03-09,5,219,335,"",1
21637,2015-11-16,1,251,17,3,1
21133,2016-03-21,7,153,80,5,1
21637,2016-02-09,1,285,117,"",1
21133,2016-03-22,3,98,158,2,1
21795,2015-12-12,1,236,116,"",1
21133,2016-04-01,1,144,1142,5,1
21802,2015-09-28,2,209,307,3,1
21231,2016-04-05,1,34,52,2,1
21802,2015-10-28,3,269,56,"",1
21231,2016-04-19,2,155,12,2,1
21802,2016-01-20,1,425,274,"",1
21463,2016-04-18,1,595,83,5,1
23025,2016-04-01,1,282,658,2,1
21637,2015-11-11,1,352,269,"",1
23025,2016-04-02,2,159,324,5,1
21637,2015-12-21,1,151,103,"",1
23025,2016-04-12,3,210,34,5,1
21795,2015-08-07,2,111,5351,"",1
23025,2016-04-13,6,237,101,5,1
21795,2015-08-21,1,168,70,"",1
23025,2016-04-18,4,205,65,2,1
21795,2016-04-06,1,774,195,5,1
23025,2016-04-20,3,174,378,5,1
21802,2015-11-16,2,77,23,4,1
23025,2016-04-26,6,228,37,5,1
22415,2016-03-01,3,30,0,5,1
23264,2016-03-13,1,310,7,5,1
22756,2015-09-05,1,388,15,"",1
23303,2016-04-24,2,150,27,5,1
23025,2016-03-08,6,156,42,2,1
23581,2016-02-19,3,158,10,"",1
23025,2016-03-14,2,218,80,5,1
23788,2015-08-10,1,279,190,"",1
23025,2016-03-15,1,282,151,"",1
23788,2016-04-28,2,378,113,"",1
23025,2016-04-10,4,269,198,5,1
23909,2016-03-02,3,135,50,1,1
23025,2016-04-16,3,283,339,5,1
23909,2016-03-24,1,148,15,5,1
23025,2016-04-25,3,203,46,5,1
25014,2015-10-05,3,730,250,"",1
23264,2015-11-28,2,462,"","",1
25608,2016-02-27,1,59,137,"",1
23264,2016-02-16,1,341,"","",1
25608,2016-03-02,3,235,60,3,1
23303,2016-04-20,1,374,578,5,1
25608,2016-04-16,1,134,2269,5,1
23462,2016-04-25,1,349,739,5,1
25608,2016-04-18,1,229,118,5,1
23581,2016-02-23,2,287,235,"",1
25608,2016-04-20,3,201,300,5,1
23909,2016-03-01,3,140,251,"",1
26096,2016-02-27,12,63,"",3,1
23909,2016-03-10,3,93,82,5,1
26096,2016-03-02,14,63,0,4,1
23909,2016-03-20,1,135,132,5,1
26096,2016-03-24,8,150,52,2,1
23909,2016-04-08,1,335,29,5,1
26403,2015-11-08,2,255,46,"",1
24718,2015-10-12,1,252,10,"",1
26403,2015-11-19,2,257,45,"",1
24910,2015-09-17,1,248,25,4,1
26403,2015-11-26,6,127,322,5,1
25608,2016-03-15,1,195,41,4,1
26403,2015-12-02,4,178,28,3,1
25608,2016-03-31,3,199,75,5,1
26403,2015-12-11,3,207,12,5,1
26096,2016-02-28,21,115,"","",1
26403,2016-01-17,1,383,85,3,1
26096,2016-03-08,5,109,"","",1
26403,2016-02-17,1,149,80,"",1
26096,2016-03-17,1,160,15,5,1
27048,2016-02-16,5,764,51,1,1
26096,2016-03-19,10,106,86,2,1
27048,2016-02-17,5,470,35,"",1
26096,2016-03-31,5,135,88,5,1
27048,2016-02-20,1,550,139,"",1
26403,2015-11-22,6,247,45,"",1
27048,2016-02-21,1,607,52,"",1
26403,2015-12-03,5,235,304,"",1
27048,2016-03-03,3,523,242,4,1
26403,2015-12-06,1,152,118,"",1
27048,2016-03-07,2,527,38,5,1
26403,2015-12-09,4,182,97,3,1
27048,2016-03-09,10,722,220,2,1
26403,2015-12-21,1,179,152,3,1
27048,2016-03-13,7,478,161,3,1
26403,2016-01-06,1,171,108,3,1
27048,2016-04-01,2,398,18,5,1
26403,2016-01-11,4,244,117,4,1
27048,2016-04-21,3,394,109,2,1
26707,2016-01-22,1,64,62,5,1
27296,2015-09-01,4,203,1218,5,1
26707,2016-01-23,1,221,1176,"",1
27296,2016-01-12,1,317,5,"",1
26707,2016-01-25,1,156,72,"",1
27343,2015-08-31,1,148,41,"",1
26707,2016-01-29,1,133,0,"",1
27584,2015-10-04,1,171,107,"",1
26707,2016-02-27,1,264,9,"",1
27584,2016-03-22,1,168,16,4,1
27024,2015-09-01,18,466,1910,4,1
27811,2016-04-06,7,148,0,5,1
27024,2015-09-09,1,619,133,"",1
27811,2016-04-15,10,135,0,5,1
27024,2015-09-11,1,269,266,"",1
27811,2016-04-17,12,131,0,5,1
27024,2015-09-18,4,504,89,"",1
27811,2016-04-18,6,249,0,5,1
27024,2015-09-22,1,898,11975,5,1
27811,2016-04-21,8,163,0,5,1
27024,2015-09-26,6,183,183,4,1
28307,2016-02-23,3,303,0,"",1
27024,2015-10-13,1,624,947,"",1
28575,2015-09-09,5,433,303,4,1
27024,2015-10-15,3,577,3482,4,1
28575,2015-09-10,5,269,168,5,1
27048,2016-02-15,6,837,42,"",1
28575,2015-09-20,6,261,587,"",1
27048,2016-03-24,4,198,82,5,1
28575,2015-09-21,4,220,532,"",1
27296,2015-09-10,4,238,2698,"",1
28575,2015-09-29,5,291,964,3,1
27296,2015-10-06,2,232,58,2,1
28575,2015-10-05,2,429,461,5,1
27296,2015-11-20,1,469,684,"",1
28575,2015-10-12,4,392,167,3,1
27409,2016-04-06,2,263,31,"",1
28575,2015-10-17,1,185,586,5,1
27584,2016-03-02,1,234,13,"",1
28575,2015-10-30,3,387,203,"",1
27584,2016-04-10,1,226,108,"",1
28575,2015-12-02,6,418,589,3,1
27811,2016-04-07,5,284,0,5,1
28575,2015-12-08,5,435,247,3,1
27811,2016-04-23,14,157,"",5,1
28575,2015-12-14,6,457,141,3,1
27811,2016-04-28,5,175,0,5,1
28575,2015-12-15,9,361,222,4,1
28575,2015-09-14,5,263,579,3,1
28575,2015-12-18,4,336,163,4,1
28575,2015-10-01,3,442,569,1,1
28575,2015-12-20,3,391,133,1,1
28575,2015-10-14,3,435,118,"",1
28575,2015-12-22,2,71,234,"",1
28575,2015-10-29,11,327,4933,4,1
28575,2016-01-14,3,508,93,"",1
28575,2015-11-06,2,232,152,5,1
28575,2016-02-04,5,473,1879,5,1
28575,2015-11-16,16,281,9230,3,1
28575,2016-02-26,1,217,53,3,1
28575,2015-12-09,11,328,1281,"",1
28845,2016-04-06,1,192,6,5,1
28575,2016-01-16,7,396,263,3,1
29093,2015-09-02,2,196,153,4,1
28575,2016-02-05,2,124,49,5,1
29093,2015-09-04,2,150,6,3,1
29093,2015-08-28,1,132,193,"",1
29093,2015-09-06,2,136,10,"",1
29093,2015-08-31,2,204,109,"",1
29093,2015-10-05,1,191,108,5,1
29093,2015-09-25,1,162,112,"",1
30252,2016-03-19,1,66,"",2,1
29093,2015-09-28,3,177,6,"",1
30340,2015-10-12,5,181,8394,3,1
30252,2016-02-11,2,51,5,"",1
30340,2016-01-14,3,376,2994,"",1
30252,2016-03-20,4,97,"",5,1
30340,2016-03-11,1,290,317,"",1
30252,2016-04-15,1,113,178,2,1
30340,2016-03-13,4,277,23,4,1
30340,2016-03-14,1,501,61,5,1
30449,2015-10-06,6,342,466,3,1
30340,2016-03-22,1,380,608,5,1
30880,2015-10-11,1,207,1,"",1
30340,2016-04-13,1,62,464,"",1
30942,2015-08-06,2,355,8,5,1
30449,2015-10-22,1,49,103,"",1
30942,2015-08-21,2,172,115,2,1
30880,2015-12-04,1,189,18,"",1
30942,2015-09-14,1,227,10,"",1
30942,2015-08-14,3,197,15,"",1
30942,2015-09-25,1,176,122,5,1
30942,2015-09-04,1,422,18,"",1
30942,2015-10-17,2,168,4,4,1
30942,2015-09-26,1,181,181,3,1
30942,2015-11-23,1,310,142,4,1
30942,2015-09-27,1,128,37,"",1
31530,2016-03-04,6,103,257,5,1
30942,2015-09-30,1,174,255,"",1
31530,2016-04-01,3,172,472,"",1
30942,2015-10-11,1,181,41,"",1
31530,2016-04-12,1,237,147,5,1
30942,2015-11-25,1,297,32,4,1
31530,2016-04-22,4,171,124,2,1
30942,2015-11-29,2,288,81,"",1
31530,2016-04-24,7,219,202,5,1
31530,2016-03-07,1,203,334,"",1
32130,2016-03-26,1,59,1013,5,1
31530,2016-03-13,5,135,412,2,1
32222,2015-09-13,1,284,164,"",1
31530,2016-03-14,3,190,309,4,1
32222,2016-04-20,1,29,37,5,1
31530,2016-03-21,5,175,244,5,1
32550,2015-12-16,1,92,6450,"",1
31530,2016-03-26,9,149,289,5,1
32550,2016-03-26,4,119,180,5,1
31530,2016-04-13,1,199,388,2,1
32550,2016-04-06,1,42,84,2,1
31530,2016-04-17,8,148,98,5,1
32550,2016-04-09,1,144,116,5,1
31530,2016-04-21,3,140,105,5,1
32550,2016-04-22,1,229,165,5,1
31530,2016-04-26,9,184,117,5,1
32969,2016-04-22,4,76,10,5,1
31562,2015-12-26,12,69,1556,2,1
33062,2015-11-28,2,348,168,3,1
32222,2015-10-09,2,269,21,2,1
33062,2015-12-12,5,343,0,4,1
32969,2016-03-12,2,248,8,5,1
33062,2015-12-14,2,46,0,"",1
32969,2016-03-24,2,100,36,"",1
33062,2015-12-20,1,313,0,"",1
32969,2016-04-10,1,215,59,2,1
33062,2015-12-21,3,428,0,"",1
32969,2016-04-17,2,202,16,2,1
33062,2016-01-02,1,529,67,4,1
32969,2016-04-18,4,111,7,5,1
33062,2016-01-14,5,354,0,4,1
32969,2016-04-21,1,192,6,2,1
33062,2016-02-20,1,158,"","",1
32969,2016-04-26,1,186,34,4,1
33062,2016-02-23,2,214,0,5,1
33062,2015-11-02,1,210,18,"",1
33489,2015-10-16,1,251,395,3,1
33062,2015-11-14,2,950,163,5,1
33948,2015-10-28,1,202,219,"",1
33062,2015-11-27,2,86,237,3,1
33948,2016-04-15,1,94,21,3,1
33062,2015-11-29,5,153,170,"",1
33976,2016-03-05,3,352,13043,3,1
33062,2015-12-07,2,126,11,2,1
33976,2016-04-18,4,122,4932,5,1
33062,2015-12-09,2,116,0,"",1
33976,2016-04-20,1,173,1870,5,1
33062,2016-01-05,3,159,0,1,1
34348,2016-01-10,2,209,0,4,1
33062,2016-01-12,4,465,0,1,1
34348,2016-01-18,9,279,722,5,1
33062,2016-01-13,3,275,0,"",1
34697,2015-09-29,5,201,399,"",1
33062,2016-02-14,6,356,81,5,1
34697,2015-10-31,2,137,808,"",1
33062,2016-02-16,2,324,0,"",1
34697,2015-11-04,1,98,302,5,1
33062,2016-03-08,1,248,27,"",1
34697,2015-12-01,1,117,634,3,1
33062,2016-03-12,4,210,299,4,1
35064,2015-07-28,1,295,296,"",1
33062,2016-03-18,6,128,259,5,1
35064,2015-08-30,4,127,135,"",1
33489,2015-11-17,1,345,27,"",1
35064,2015-09-01,3,128,279,"",1
33948,2015-12-13,1,141,19,"",1
35064,2015-09-12,9,132,341,"",1
33948,2015-12-16,1,286,15,5,1
35064,2015-09-30,3,117,372,"",1
33948,2016-03-30,1,167,17,5,1
35064,2015-10-21,8,146,304,"",1
34234,2016-03-25,1,180,267,"",1
35064,2015-10-26,7,119,210,"",1
34348,2016-01-16,1,123,139,"",1
35064,2015-11-03,5,113,51,4,1
34383,2015-11-29,1,155,258,"",1
35064,2015-11-07,4,126,239,3,1
34697,2015-09-28,3,247,162,"",1
35064,2015-11-10,8,117,202,3,1
34697,2015-10-01,1,247,141,"",1
35064,2015-11-14,5,145,125,1,1
34697,2015-10-12,5,146,638,3,1
35064,2015-12-03,7,94,176,4,1
34697,2015-10-18,1,150,1052,"",1
35064,2015-12-04,12,94,416,3,1
34697,2015-12-03,1,91,96,"",1
35064,2015-12-09,6,91,105,"",1
34697,2015-12-09,1,104,1044,3,1
35064,2015-12-10,1,101,347,"",1
35064,2015-08-14,7,154,992,3,1
35064,2015-12-14,5,110,265,"",1
35064,2015-08-15,7,127,575,2,1
35064,2016-01-19,6,112,407,3,1
35064,2015-08-28,3,159,55,"",1
35064,2016-01-27,6,104,219,5,1
35064,2015-09-02,2,134,274,"",1
35561,2016-03-18,2,369,18,5,1
35064,2015-09-04,3,106,1034,"",1
35781,2015-10-11,39,266,11984,3,1
35064,2015-09-05,1,171,5,"",1
35781,2015-10-13,2,162,129,1,1
35064,2015-09-08,1,119,15,"",1
35811,2016-04-11,9,131,394,5,1
35064,2015-09-11,2,133,287,"",1
36514,2016-04-26,3,469,"","",1
35064,2015-09-16,11,139,877,3,1
37067,2015-10-13,3,146,10427,"",1
35064,2015-09-23,9,123,454,"",1
37067,2015-10-16,4,134,368,"",1
35064,2015-09-24,3,114,73,3,1
37438,2015-09-15,3,413,924,"",1
35064,2015-09-26,4,122,392,"",1
37438,2015-10-05,2,181,166,3,1
35064,2015-10-05,8,107,105,"",1
37438,2015-10-18,3,229,249,4,1
35064,2015-10-10,1,116,312,4,1
37438,2015-11-04,8,198,94,3,1
35064,2015-10-13,4,145,305,"",1
37438,2015-11-15,1,226,2,"",1
35064,2015-11-04,6,107,208,"",1
37438,2015-12-07,2,174,4,"",1
35064,2015-11-08,5,125,288,3,1
37438,2015-12-12,3,176,358,3,1
35064,2015-11-29,3,130,616,3,1
37438,2015-12-15,6,160,313,3,1
35064,2015-12-07,7,95,165,5,1
38140,2016-02-21,1,47,7532,"",1
35064,2015-12-15,1,154,349,"",1
39889,2016-03-20,1,72,134,2,1
35064,2015-12-23,2,91,183,3,1
39994,2016-03-10,1,356,714,"",1
35064,2016-01-03,5,120,167,4,1
39994,2016-03-16,3,326,368,5,1
35064,2016-01-10,7,125,117,3,1
39994,2016-03-20,3,289,101,5,1
35064,2016-01-22,9,133,351,1,1
39994,2016-03-23,1,43,159,5,1
35064,2016-01-25,8,195,689,4,1
40799,2016-04-07,1,263,0,5,1
35064,2016-01-26,8,117,378,5,1
40799,2016-04-18,2,126,"",5,1
35064,2016-02-02,6,92,158,5,1
40799,2016-04-24,1,261,"",5,1
35561,2016-04-05,1,808,49,"",1
41158,2015-09-21,1,309,848,4,1
35561,2016-04-06,1,289,205,5,1
41586,2015-09-16,1,326,407,"",1
35561,2016-04-07,1,374,33,"",1
41712,2015-12-23,1,415,822,4,1
35781,2015-10-15,2,261,415,5,1
41712,2015-12-24,2,83,239,"",1
35781,2015-10-19,2,54,43,4,1
41712,2016-01-02,2,323,32,4,1
35811,2016-04-01,1,66,116,"",1
42701,2016-03-13,9,123,203,3,1
37067,2015-09-12,1,145,119,2,1
42701,2016-04-04,6,101,0,5,1
37067,2015-10-14,1,180,25,"",1
42701,2016-04-21,1,147,290,5,1
37438,2015-08-11,16,287,4182,4,1
42888,2016-04-12,2,247,147,5,1
37438,2015-08-13,2,257,43,3,1
42919,2015-08-29,2,109,118,4,1
37438,2015-08-21,1,364,515,"",1
42919,2015-09-08,1,360,103,"",1
37438,2015-08-25,1,311,753,"",1
43031,2015-09-10,1,250,978,3,1
37438,2015-08-26,6,300,15841,"",1
43692,2016-03-18,1,805,231,5,1
37438,2015-09-17,7,266,287,"",1
43801,2016-03-20,2,100,0,5,1
37438,2015-09-25,2,136,157,"",1
43801,2016-03-30,2,131,0,"",1
37438,2015-10-17,1,329,127,"",1
43801,2016-04-06,2,93,0,5,1
37438,2015-10-19,3,196,102,"",1
43801,2016-04-07,2,36,0,"",1
37438,2015-11-11,5,219,311,1,1
43801,2016-04-15,12,248,0,5,1
37438,2015-11-16,3,134,5,2,1
44096,2016-02-10,2,45,274,"",1
37438,2015-11-17,1,45,74,"",1
44096,2016-02-12,2,104,78,"",1
37438,2015-11-18,2,263,8,"",1
44096,2016-03-27,5,39,218,2,1
37438,2015-12-06,1,150,117,5,1
44096,2016-04-06,9,65,443,2,1
37438,2015-12-18,2,211,127,"",1
44096,2016-04-18,11,32,323,2,1
38659,2015-09-01,3,319,67,3,1
44096,2016-04-19,6,38,103,5,1
39049,2015-11-11,1,281,131,"",1
44096,2016-04-28,3,81,1164,5,1
39049,2015-11-23,1,249,12,"",1
44958,2015-08-28,3,348,6,4,1
39049,2015-12-12,2,316,5,"",1
44958,2015-08-31,2,559,50,4,1
39049,2016-01-20,3,144,9242,3,1
44958,2015-09-14,1,1005,183,"",1
39049,2016-02-24,1,230,387,"",1
44958,2015-09-27,1,554,162,"",1
39437,2015-09-03,1,557,13309,3,1
44958,2015-10-07,2,331,152,5,1
39787,2015-11-04,1,326,73,"",1
44958,2015-10-08,1,694,14,5,1
39787,2015-11-16,1,524,4,5,1
44958,2015-10-12,1,825,14,"",1
39889,2016-02-26,4,151,21929,"",1
44958,2015-10-13,2,322,17,"",1
39889,2016-03-28,2,133,2149,"",1
44958,2015-10-26,1,402,43,4,1
39889,2016-04-04,2,156,617,5,1
44958,2015-12-08,1,586,12,5,1
39889,2016-04-22,3,242,"",5,1
44958,2016-01-09,1,418,41,"",1
40056,2016-04-20,2,309,"",5,1
44958,2016-02-27,1,537,11,"",1
40799,2015-12-16,1,308,"","",1
45063,2015-09-29,2,498,14,"",1
41368,2015-09-13,2,539,27,3,1
45091,2015-09-29,1,165,33,"",1
41586,2015-08-28,1,875,116,"",1
45250,2015-08-27,2,136,20,"",1
41586,2015-09-22,1,443,11,3,1
45250,2015-11-03,1,430,8,"",1
41712,2016-01-03,1,426,72,3,1
45250,2015-11-22,1,266,3,"",1
42701,2016-02-23,6,40,0,2,1
45258,2016-02-09,3,280,209,5,1
42701,2016-03-11,7,83,2231,4,1
45258,2016-02-13,1,234,319,2,1
42701,2016-03-12,4,39,22,5,1
45603,2016-02-01,1,177,65,"",1
42701,2016-03-31,6,114,"",2,1
45603,2016-04-05,1,129,197,5,1
42701,2016-04-13,13,155,0,5,1
46023,2016-03-30,1,101,0,5,1
42701,2016-04-26,11,100,0,5,1
46057,2016-01-24,2,231,77,2,1
42919,2015-09-04,1,698,340,"",1
46169,2015-08-19,1,486,170,"",1
42919,2015-09-09,2,376,148,3,1
46717,2016-04-22,2,54,82,5,1
42919,2015-09-17,2,205,132,3,1
47105,2016-01-16,1,266,41,"",1
42919,2015-10-20,6,294,4968,"",1
47105,2016-01-19,1,145,213,"",1
43031,2015-08-22,1,170,318,"",1
47105,2016-01-27,1,231,25,4,1
43031,2015-09-03,3,109,1259,"",1
47105,2016-01-31,2,112,36,5,1
43031,2015-09-29,5,152,359,3,1
47144,2015-09-29,6,313,17,"",1
43201,2016-02-07,5,178,127952,"",1
47144,2015-10-17,3,371,118,4,1
43801,2016-03-17,1,450,232,"",1
47144,2015-11-27,1,230,2,5,1
43801,2016-04-24,1,409,0,5,1
47144,2015-12-05,1,305,16,3,1
44096,2016-01-25,1,112,31753,"",1
47144,2016-01-15,2,27,37,5,1
44096,2016-02-02,1,44,435,5,1
47144,2016-01-17,3,88,59,"",1
44096,2016-02-29,1,27,437,"",1
47144,2016-01-18,1,90,16,"",1
44096,2016-03-20,1,36,247,"",1
47144,2016-02-01,2,36,4,4,1
44096,2016-03-31,11,36,460,2,1
47144,2016-02-15,3,72,8,"",1
44096,2016-04-03,14,35,171,2,1
47144,2016-02-19,2,245,24,4,1
44096,2016-04-08,14,40,158,5,1
47144,2016-02-21,1,36,27,"",1
44096,2016-04-13,7,54,368,5,1
47144,2016-03-25,1,342,10,5,1
44958,2015-09-01,1,650,11,3,1
47144,2016-04-12,1,70,4,5,1
44958,2015-10-23,1,466,73,4,1
47294,2016-04-25,1,187,34,5,1
44958,2016-01-26,1,375,9,"",1
47453,2016-03-19,1,266,37,5,1
44958,2016-02-11,1,701,53,5,1
47777,2016-02-16,1,116,67,4,1
44958,2016-03-12,1,381,12,"",1
47777,2016-03-13,1,142,144,4,1
45250,2015-09-08,2,134,18,"",1
47777,2016-03-22,1,77,53,5,1
45250,2015-09-12,2,162,311,3,1
47777,2016-03-26,4,142,114,5,1
45250,2015-09-24,4,162,243,4,1
47777,2016-03-28,9,119,439,5,1
45250,2016-04-25,1,157,181,5,1
47777,2016-03-30,2,119,102,5,1
45258,2016-02-11,1,338,142,5,1
47777,2016-04-05,3,101,15,5,1
45258,2016-02-14,3,164,204,4,1
47777,2016-04-12,4,29,581,5,1
46023,2016-04-16,1,239,94,"",1
47777,2016-04-22,1,96,98,"",1
46717,2016-04-17,1,142,498,5,1
48076,2015-11-27,1,172,46,5,1
46894,2016-02-22,2,123,937,"",1
48597,2015-10-07,17,247,604,4,1
47071,2016-04-10,1,61,"","",1
48597,2016-02-27,1,261,18,"",1
47071,2016-04-17,1,178,"",5,1
48748,2016-04-23,3,242,25,2,1
47144,2015-10-13,15,278,3128,3,1
48862,2016-03-24,2,127,197,5,1
47144,2015-11-05,3,321,60,"",1
51806,2015-09-16,2,236,8,"",1
47144,2015-11-10,2,311,0,"",1
51806,2015-09-28,8,181,425,1,1
47144,2015-11-24,1,156,244,"",1
51806,2015-10-05,2,104,6,"",1
47144,2016-02-12,1,262,57,"",1
51806,2015-10-10,1,104,195,2,1
47144,2016-02-14,1,40,4,"",1
51806,2015-10-29,1,563,171,"",1
47144,2016-02-23,1,92,11,"",1
52953,2015-08-28,4,679,244,4,1
47144,2016-03-02,2,45,17,5,1
52953,2015-08-31,3,743,338,2,1
47144,2016-03-05,1,320,18,"",1
52953,2015-09-05,3,908,6668,"",1
47453,2016-04-14,1,293,104,5,1
52953,2015-09-20,5,837,320,"",1
47777,2016-02-15,2,116,6,3,1
52953,2015-10-13,11,685,621,"",1
47777,2016-02-25,2,85,15,4,1
52953,2015-10-15,2,467,184,4,1
47777,2016-03-02,2,83,130,"",1
52953,2015-10-26,2,532,1145,3,1
47777,2016-03-05,1,188,67,"",1
52953,2015-10-28,15,592,319,3,1
47777,2016-03-31,2,91,18,5,1
52953,2015-10-30,5,705,263,"",1
47777,2016-04-10,2,167,0,5,1
52953,2015-11-03,2,308,109,"",1
47777,2016-04-25,7,94,0,5,1
52953,2015-11-13,6,352,236,3,1
48076,2015-11-19,1,627,169,"",1
52953,2015-11-17,16,420,166,1,1
48597,2015-10-09,7,292,14725,"",1
52953,2015-11-20,8,329,735,"",1
48748,2016-04-24,2,110,24,5,1
52953,2015-11-30,1,587,7,5,1
48862,2015-09-02,5,315,1160,"",1
52957,2016-03-05,2,187,8,5,1
51806,2015-10-01,2,170,16,"",1
52957,2016-03-26,1,43,738,5,1
51806,2015-10-16,3,244,22,4,1
52957,2016-04-19,1,65,23,5,1
52953,2015-09-16,7,517,652,5,1
55377,2015-08-25,7,431,21,"",1
52953,2015-09-21,7,467,683,1,1
55377,2015-09-07,20,327,79,2,1
52953,2015-09-28,11,664,209,4,1
56660,2015-09-08,1,136,9368,4,1
52953,2015-10-14,1,758,17,"",1
56660,2015-09-27,1,205,484,"",1
52953,2015-10-20,8,623,253,3,1
56660,2015-10-26,1,337,144,5,1
52953,2015-10-23,10,394,422,5,1
57404,2016-03-03,8,268,6,4,1
52953,2015-10-31,9,355,325,3,1
57516,2016-04-23,1,265,290,5,1
52953,2015-11-04,18,345,163,4,1
58800,2016-04-01,1,153,124,2,1
52953,2015-11-08,3,472,228,3,1
58800,2016-04-16,1,38,119,5,1
52953,2015-11-09,4,358,101,"",1
58800,2016-04-28,1,77,3569,"",1
52953,2015-11-11,8,499,1003,"",1
59726,2016-03-26,1,220,9500,5,1
52953,2015-11-15,1,702,243,2,1
60815,2015-12-22,1,491,36,4,1
52953,2015-11-16,3,517,8,3,1
60815,2016-01-25,1,604,37,"",1
52953,2015-11-24,3,457,47,3,1
60815,2016-02-06,1,206,342,5,1
52953,2016-01-01,7,476,722,3,1
61760,2016-03-27,5,142,"",5,1
52957,2016-03-11,1,74,4,"",1
62938,2015-09-11,1,392,182,"",1
52957,2016-03-19,1,100,24,5,1
62938,2015-10-08,1,396,271,"",1
52957,2016-04-02,1,135,6,5,1
62938,2016-01-26,1,154,17,"",1
52957,2016-04-15,1,75,58,5,1
64436,2015-08-25,1,198,11,4,1
54643,2015-12-24,1,278,42,4,1
64436,2015-08-30,1,345,170,1,1
56660,2016-02-17,1,371,556,3,1
64436,2015-09-02,1,240,128,"",1
57404,2016-03-09,3,151,9,"",1
66679,2015-10-13,1,212,28,"",1
58980,2015-11-20,1,280,29,4,1
67622,2015-08-28,1,188,30,"",1
58980,2016-02-02,1,205,58,5,1
67779,2016-01-12,1,41,126,"",1
58980,2016-04-06,1,113,61,5,1
71361,2016-01-29,3,108,39,5,1
60815,2016-02-23,1,174,183,"",1
71361,2016-02-01,1,521,12,3,1
61467,2016-04-02,1,219,552,5,1
71361,2016-02-02,2,426,54,5,1
61760,2016-02-17,1,404,222,5,1
71361,2016-03-09,1,138,18,"",1
62938,2015-09-28,1,286,23,"",1
71601,2016-03-05,2,115,17,2,1
62938,2016-01-28,2,240,968,4,1
71601,2016-03-13,10,175,85,2,1
62938,2016-01-29,2,118,283,5,1
71601,2016-03-24,1,104,1805,2,1
62938,2016-02-17,1,515,802,"",1
71601,2016-03-27,1,91,13,5,1
64436,2015-09-20,1,169,17,1,1
71601,2016-04-11,1,35,1111,"",1
64436,2015-12-31,1,233,7,"",1
71601,2016-04-22,2,14,399,5,1
67779,2015-10-04,1,361,42,3,1
72775,2016-03-29,1,114,156,5,1
67779,2016-04-15,2,64,101,5,1
72936,2016-04-24,2,51,28,5,1
70929,2016-04-18,2,327,722,"",1
73456,2015-09-01,1,113,60,"",1
71361,2016-02-20,1,581,72,"",1
73456,2015-09-11,2,112,108,"",1
71601,2016-04-06,2,148,72,5,1
73456,2015-10-08,1,153,190,"",1
71601,2016-04-13,3,81,1484,5,1
80258,2016-01-21,2,179,0,5,1
71601,2016-04-23,1,240,32,5,1
80258,2016-02-01,3,224,"","",1
72775,2016-03-21,1,157,10,"",1
80258,2016-04-08,2,248,0,5,1
73456,2015-09-24,1,209,27,"",1
80258,2016-04-10,2,260,"","",1
73456,2015-10-05,1,261,279,"",1
81838,2016-02-06,1,138,256,5,1
73456,2015-10-20,2,78,128,3,1
81838,2016-03-10,4,74,474,3,1
73456,2015-11-17,1,143,1093,3,1
81838,2016-03-16,6,114,151,"",1
74801,2015-08-28,1,113,212,"",1
82051,2015-12-30,1,2659,165,"",1
74801,2015-09-11,1,117,410,"",1
82051,2016-01-09,2,195,6,"",1
74801,2015-09-12,5,171,404,"",1
82051,2016-01-21,2,364,21,5,1
76535,2016-04-13,3,108,1467,5,1
82051,2016-01-31,1,86,36,"",1
76610,2016-01-02,1,388,737,"",1
82051,2016-02-12,2,83,79,3,1
80258,2016-01-12,5,209,0,"",1
82051,2016-02-28,1,132,190,3,1
80258,2016-03-31,1,272,0,"",1
83416,2015-09-23,1,300,34,4,1
80258,2016-04-03,2,257,0,5,1
84297,2016-04-16,7,218,298,5,1
81838,2016-01-31,2,246,17,2,1
84415,2016-02-26,1,227,254,"",1
81838,2016-02-03,3,247,27,5,1
84460,2016-01-02,10,47,0,3,1
82051,2015-12-28,2,164,6,"",1
84460,2016-01-12,3,18,7,"",1
82051,2016-01-02,1,3207,300,"",1
84460,2016-01-25,4,84,210,"",1
82051,2016-02-02,3,145,20,5,1
