doc_id,replydate,replies,char_count_median,response_median,response_rating,response_likes
273488,2015-12-30,1,177,384,2,1
237255,2015-11-29,2,251,0,3,1
273488,2016-01-10,4,233,45,4,1
237255,2016-01-03,1,251,121,"",1
275973,2016-04-14,2,115,102,5,1
238261,2015-09-29,6,151,243,4,1
276519,2015-11-05,9,74,367,2,1
238993,2016-03-28,1,67,488,"",1
276519,2015-11-14,33,95,2900,4,1
240222,2016-02-09,1,84,108,5,1
276519,2015-12-23,5,99,17644,"",1
240222,2016-03-26,4,90,73,2,1
276728,2015-11-01,2,190,416,4,1
240563,2016-02-11,1,297,98,3,1
278274,2015-11-01,2,197,1506,2,1
240563,2016-02-19,1,312,168,"",1
278274,2015-12-03,1,160,6667,3,1
240563,2016-03-10,2,161,18,"",1
278274,2015-12-09,1,173,218,"",1
240851,2016-02-23,2,100,"","",1
280792,2015-11-30,12,60,151,2,1
241846,2016-04-21,1,297,478,5,1
280792,2015-12-12,9,61,305,"",1
242730,2016-03-25,2,144,47,2,1
280792,2015-12-20,3,110,105,5,1
244179,2016-03-27,1,210,118,5,1
280792,2015-12-28,14,47,1549,4,1
244179,2016-04-25,1,157,20,5,1
280792,2016-01-22,7,120,673,"",1
244619,2015-12-22,2,214,3042,"",1
280792,2016-02-06,4,105,92,3,1
244619,2016-01-27,1,111,100,4,1
280792,2016-04-21,11,181,57,5,1
244703,2015-12-04,1,206,156,3,1
284507,2015-12-27,2,521,60,"",1
245446,2015-11-01,1,125,919,3,1
284507,2016-01-16,1,21,128,"",1
246014,2015-10-07,1,489,8202,"",1
284507,2016-02-16,1,18,11,"",1
246014,2015-10-27,1,528,5962,4,1
284507,2016-02-20,2,272,26,4,1
246014,2015-11-13,1,606,22,3,1
284507,2016-02-26,2,17,52,"",1
246014,2016-02-12,2,343,21,5,1
284507,2016-03-03,1,67,6,"",1
246645,2015-10-15,3,741,570,"",1
284507,2016-04-01,1,207,8,5,1
246645,2015-10-31,3,309,408,"",1
284507,2016-04-24,4,160,91,2,1
246645,2015-11-04,3,606,184,5,1
284673,2015-11-08,1,780,272,"",1
250978,2016-01-27,1,250,4371,5,1
284673,2015-11-22,3,312,309,3,1
250978,2016-03-19,1,146,925,5,1
284673,2015-12-02,4,309,412,4,1
250978,2016-04-12,2,27,55,5,1
284673,2015-12-16,4,59,135,2,1
251382,2016-04-13,19,178,170,5,1
284673,2016-01-06,1,135,192,"",1
251382,2016-04-16,9,106,373,5,1
285410,2016-03-24,1,283,300,5,1
251382,2016-04-17,21,97,247,2,1
286395,2015-11-15,2,64,3,"",1
251382,2016-04-20,1,200,217,5,1
286463,2016-04-21,1,437,40,"",1
251382,2016-04-21,1,122,579,3,1
288481,2016-04-20,6,451,778,5,1
251382,2016-04-25,11,104,119,2,1
288485,2016-04-04,1,140,11,5,1
252845,2015-10-12,1,116,0,3,1
288485,2016-04-16,1,131,5,5,1
252845,2015-10-17,1,192,8,5,1
291298,2016-01-26,1,230,67,5,1
254488,2015-10-25,2,350,343,"",1
291298,2016-02-29,1,219,214,4,1
256173,2015-10-08,2,176,89,1,1
291298,2016-04-09,1,181,156,"",1
256173,2015-10-13,1,272,16,3,1
294084,2015-11-14,4,99,102,4,1
256698,2015-11-17,1,121,14,"",1
294084,2015-12-01,11,43,40,3,1
263869,2016-03-20,3,89,218,2,1
294084,2015-12-03,6,56,59,3,1
263869,2016-03-25,4,121,124,4,1
294084,2015-12-06,2,59,406,"",1
265440,2015-11-17,2,311,2881,"",1
294084,2015-12-10,6,19,62,4,1
267700,2016-04-20,2,90,351,5,1
294084,2015-12-13,1,91,14,"",1
270532,2015-11-05,1,245,1408,4,1
294084,2015-12-15,4,109,126,5,1
270532,2015-11-20,1,214,11,"",1
294084,2015-12-20,3,105,124,"",1
270875,2016-03-13,4,183,239,4,1
294084,2015-12-25,6,76,12,"",1
272084,2015-10-31,2,214,268,4,1
294084,2016-01-06,5,104,52,"",1
273488,2015-12-12,2,110,215,5,1
294084,2016-01-13,3,48,522,"",1
273488,2015-12-18,1,47,266,"",1
294084,2016-01-17,5,91,533,"",1
273488,2015-12-24,2,190,5,"",1
294084,2016-01-27,5,142,1097,5,1
273488,2015-12-31,1,68,120,3,1
294084,2016-02-07,1,145,70,"",1
275973,2016-03-15,2,187,101,2,1
294084,2016-02-17,5,110,337,3,1
275973,2016-03-16,3,337,126,"",1
294084,2016-03-24,9,274,90,2,1
275973,2016-03-23,3,265,13,5,1
294084,2016-04-01,2,109,92,"",1
275973,2016-03-25,1,211,550,5,1
294084,2016-04-24,13,202,0,5,1
275973,2016-04-09,1,134,533,5,1
303716,2016-02-02,1,90,9,"",1
276026,2015-12-06,2,561,167,5,1
305719,2015-12-01,1,59,61,3,1
276026,2015-12-23,2,143,37,"",1
305719,2015-12-23,1,153,7,"",1
276519,2016-04-23,8,101,1515,3,1
305719,2015-12-25,1,42,53,4,1
276728,2015-11-04,1,28,218,1,1
305719,2016-03-23,2,34,14,5,1
278274,2015-11-03,2,102,265,"",1
305719,2016-04-04,1,30,223,5,1
278274,2015-12-23,4,100,294,"",1
305869,2015-09-24,2,344,73,4,1
279348,2016-04-25,1,248,0,"",1
308267,2015-12-04,3,219,530,"",1
280792,2015-12-01,6,207,198,4,1
308267,2015-12-25,1,112,825,3,1
280792,2015-12-08,8,76,157,3,1
308267,2016-04-09,4,138,353,2,1
280792,2016-02-09,4,57,218,4,1
308994,2016-04-16,1,104,265,5,1
280792,2016-04-22,2,95,23,5,1
310093,2016-01-03,1,220,140,"",1
280792,2016-04-24,6,155,153,5,1
310389,2015-12-28,4,327,921,"",1
284373,2016-04-04,1,14,647,5,1
311042,2016-01-30,1,178,63,5,1
284507,2016-01-11,1,301,17,"",1
311042,2016-02-07,2,41,5,5,1
284507,2016-01-13,3,147,574,3,1
311042,2016-03-20,2,102,0,"",1
284507,2016-01-15,1,143,19,3,1
311042,2016-03-28,1,117,7,5,1
284507,2016-01-18,1,2275,124,3,1
311042,2016-03-31,1,104,277,"",1
284507,2016-02-11,2,140,3,5,1
311894,2016-01-22,9,408,0,4,1
284507,2016-03-01,3,111,62,3,1
311894,2016-01-24,2,120,0,"",1
284673,2015-11-06,2,445,2,3,1
311894,2016-01-26,2,284,0,5,1
284673,2015-11-15,4,454,263,3,1
311894,2016-02-02,1,264,0,"",1
284673,2015-11-24,4,167,286,4,1
311894,2016-02-19,3,410,0,3,1
284673,2015-11-30,10,246,107,3,1
311894,2016-02-22,1,251,0,"",1
284673,2015-12-03,2,343,312,"",1
311894,2016-02-24,1,329,0,"",1
284673,2015-12-08,8,188,275,"",1
311894,2016-02-26,3,258,0,"",1
284673,2015-12-12,5,185,986,3,1
311894,2016-03-07,1,339,0,4,1
284673,2015-12-23,3,181,10,4,1
311894,2016-03-16,4,250,0,5,1
284673,2016-01-05,1,334,7,4,1
311894,2016-04-05,2,164,0,5,1
284831,2016-03-04,1,681,254,4,1
313110,2016-04-12,1,135,34,"",1
285519,2016-02-17,1,289,25,"",1
314158,2016-03-05,2,234,0,2,1
285519,2016-02-19,6,137,337,4,1
314158,2016-03-21,6,418,0,5,1
285802,2016-03-16,1,279,384,"",1
314158,2016-03-24,3,299,24,5,1
286563,2015-12-22,1,48,34,"",1
314158,2016-04-01,2,108,0,5,1
286563,2016-02-02,1,255,380,"",1
315787,2015-12-20,4,36,23,5,1
288481,2016-04-27,9,480,206,5,1
315787,2015-12-28,1,223,95,"",1
289601,2016-04-09,1,42,27,5,1
315787,2016-02-04,7,176,4003,4,1
291298,2015-12-07,1,156,13,3,1
315787,2016-02-05,1,148,53,5,1
291298,2015-12-16,2,14,-5,3,1
315787,2016-04-20,1,92,34,"",1
291298,2016-01-14,1,141,24,"",1
317284,2016-02-19,1,297,83,4,1
294084,2015-11-28,5,39,27,1,1
317284,2016-02-26,1,371,12,"",1
294084,2016-02-20,6,91,1460,3,1
318405,2016-03-30,1,179,285,"",1
294084,2016-02-28,8,161,328,1,1
319513,2016-04-24,1,74,816,5,1
294084,2016-03-14,3,208,74,5,1
319513,2016-04-25,1,282,717,5,1
294084,2016-03-22,14,200,142,5,1
319818,2016-03-11,1,143,"","",1
294084,2016-04-21,5,185,252,2,1
319933,2016-03-16,1,213,348,4,1
298056,2015-11-26,2,207,1180,"",1
323795,2015-12-12,1,23,599,5,1
303914,2015-11-24,1,586,688,"",1
323795,2015-12-20,2,2,0,"",1
305719,2015-12-05,1,61,112,4,1
323795,2016-01-01,2,34,88,5,1
305719,2015-12-11,1,85,239,"",1
325006,2016-02-18,2,61,31,"",1
305719,2016-01-14,1,123,42,"",1
325006,2016-03-02,2,201,4,3,1
305719,2016-02-02,1,96,468,5,1
325006,2016-04-17,1,352,24,"",1
305719,2016-02-22,1,40,39,"",1
325404,2015-12-07,3,328,30,"",1
308267,2016-03-27,2,193,89,2,1
327461,2015-12-08,1,176,180,4,1
310093,2016-01-01,1,215,5,"",1
327461,2015-12-09,1,304,34,"",1
310389,2015-11-25,4,179,894,"",1
327461,2015-12-17,1,299,39,3,1
310389,2015-12-09,1,200,934,5,1
327461,2016-01-12,1,116,72,"",1
310389,2016-02-20,4,151,3542,3,1
327461,2016-01-14,1,297,121,3,1
311894,2016-01-27,1,104,"","",1
330857,2016-04-06,1,99,146,5,1
311894,2016-03-25,2,156,0,5,1
333838,2015-12-28,5,75,21,"",1
311894,2016-04-01,1,244,"","",1
333838,2015-12-31,2,14,15,"",1
311894,2016-04-09,1,294,0,5,1
333838,2016-01-01,6,43,117,"",1
312205,2015-12-17,1,65,78,"",1
333838,2016-01-04,1,60,10,"",1
313110,2015-12-24,1,173,136,"",1
334574,2016-03-21,1,52,238,5,1
313110,2015-12-29,1,162,348,"",1
340313,2016-02-17,1,146,29,"",1
313110,2016-02-19,1,100,259,"",1
340368,2016-02-19,8,95,0,"",1
313873,2016-02-25,1,2,51,1,1
340368,2016-03-14,2,71,"","",1
314158,2016-02-24,2,258,57,"",1
340368,2016-04-15,2,93,0,5,1
314158,2016-02-27,1,317,286,"",1
340368,2016-04-17,3,29,"",2,1
314158,2016-03-01,4,210,10763,"",1
341385,2015-12-17,1,249,169,4,1
314158,2016-03-02,5,292,0,4,1
341385,2015-12-29,4,150,73,"",1
314158,2016-03-19,3,260,305,4,1
341645,2016-03-01,1,23,10,"",1
314158,2016-03-27,1,262,0,5,1
341645,2016-03-26,1,190,829,5,1
314158,2016-04-10,4,208,823,"",1
341645,2016-03-31,1,60,2360,5,1
315118,2015-11-28,1,469,6,5,1
343380,2015-12-25,13,373,0,4,1
315177,2016-02-18,3,325,0,4,1
343380,2015-12-26,16,378,0,4,1
315177,2016-02-23,3,79,"",5,1
344451,2016-01-14,1,302,92,4,1
315787,2015-12-17,4,106,213,5,1
346512,2016-04-16,2,150,0,5,1
315787,2015-12-18,3,104,62,"",1
347002,2016-02-02,1,282,71,"",1
318938,2016-04-26,1,442,781,5,1
347002,2016-02-10,1,291,186,5,1
319066,2016-02-27,1,118,53,"",1
347002,2016-03-04,1,192,304,"",1
319448,2016-03-19,5,204,159,5,1
347002,2016-03-10,1,382,276,"",1
319448,2016-03-29,8,160,847,5,1
347002,2016-04-16,2,256,"","",1
319448,2016-04-03,4,59,123,2,1
347844,2016-03-25,7,167,0,5,1
319760,2016-02-25,1,56,18,2,1
347844,2016-03-29,4,148,214,3,1
322464,2015-12-23,3,197,45,5,1
347844,2016-04-06,1,258,30,5,1
322464,2016-01-02,8,99,104,3,1
347844,2016-04-07,1,216,259,5,1
322464,2016-01-05,3,245,94,1,1
348004,2016-02-08,4,409,38,4,1
325006,2016-04-07,1,178,6,5,1
348004,2016-02-09,3,422,648,5,1
325404,2015-12-14,4,129,35,"",1
348004,2016-02-12,4,172,0,3,1
326603,2016-04-18,1,208,12,2,1
348004,2016-02-17,7,343,0,4,1
332054,2016-01-07,1,132,269,"",1
348004,2016-02-22,7,263,5,"",1
333838,2015-12-15,4,67,75,"",1
348004,2016-02-25,9,150,0,5,1
333838,2015-12-29,1,64,13,"",1
348004,2016-03-09,4,131,"",4,1
333838,2016-01-24,4,84,9,5,1
348004,2016-03-13,5,176,0,5,1
333838,2016-01-26,3,66,21,"",1
348004,2016-03-23,1,187,1443,1,1
333838,2016-01-29,5,66,274,3,1
348004,2016-04-01,1,243,"",5,1
336129,2016-02-10,1,148,142,5,1
348004,2016-04-18,6,97,0,5,1
339327,2016-04-14,1,140,6,"",1
348004,2016-04-19,3,185,"",2,1
340368,2016-03-11,1,63,1778,"",1
348004,2016-04-22,8,168,"",2,1
340368,2016-04-27,3,78,0,2,1
348004,2016-04-24,3,89,"",5,1
341233,2016-02-03,1,113,10,"",1
348033,2016-04-26,1,55,386,5,1
341385,2016-01-25,1,617,145,"",1
349042,2016-01-15,1,228,75,"",1
341645,2016-02-21,2,130,8,"",1
349042,2016-04-23,1,235,31,5,1
341645,2016-03-16,3,25,99,1,1
349126,2016-03-09,1,122,23,"",1
341645,2016-04-21,3,132,10,5,1
352501,2015-12-27,2,118,383,"",1
341645,2016-04-23,1,75,136,5,1
355388,2016-03-03,1,416,0,"",1
342149,2016-04-27,1,78,17,5,1
356512,2016-02-04,4,412,0,5,1
343380,2015-12-28,4,315,0,4,1
356512,2016-02-05,1,1060,85,5,1
343380,2015-12-31,3,496,"","",1
356512,2016-02-09,2,174,87,3,1
343380,2016-01-07,2,213,"","",1
356512,2016-02-26,1,702,42,3,1
343380,2016-01-11,3,476,0,3,1
360518,2016-04-05,2,109,0,5,1
343380,2016-01-17,1,372,0,5,1
362355,2016-04-18,8,214,533,2,1
346512,2016-04-15,2,303,0,5,1
362355,2016-04-26,3,256,410,5,1
347844,2016-04-11,2,95,175,5,1
370813,2016-03-05,1,114,166,5,1
348004,2016-02-16,4,209,0,5,1
375491,2016-04-20,31,67,108,5,1
348004,2016-02-20,4,198,0,4,1
375491,2016-04-26,10,79,102,5,1
348004,2016-02-23,3,230,"","",1
376735,2016-04-02,1,39,10,2,1
348004,2016-03-22,1,32,277,2,1
376735,2016-04-06,5,77,207,5,1
348004,2016-03-24,4,76,105,5,1
376759,2016-04-17,1,295,589,5,1
348004,2016-04-13,5,124,"",5,1
376759,2016-04-18,2,215,58,2,1
348004,2016-04-17,10,88,"",5,1
376759,2016-04-23,6,383,49,5,1
348004,2016-04-20,3,168,435,5,1
381869,2016-04-27,1,347,0,5,1
348004,2016-04-26,6,134,22,5,1
384787,2016-04-11,4,198,107,5,1
348033,2016-03-16,1,194,1234,2,1
386268,2016-01-24,2,236,65,"",1
349042,2016-02-19,1,192,49,4,1
388607,2016-04-14,1,201,5,"",1
352501,2016-01-04,1,257,188,"",1
388729,2016-04-10,4,110,494,5,1
355799,2016-01-24,2,199,92,5,1
389448,2016-03-05,2,229,52,3,1
355799,2016-02-08,6,205,2272,4,1
389448,2016-03-14,3,121,72,"",1
356512,2016-01-18,2,532,"","",1
391436,2016-02-20,1,23,17,"",1
358045,2016-04-10,2,75,81,5,1
391891,2016-01-19,1,113,1148,3,1
358045,2016-04-13,1,240,11,5,1
391891,2016-01-21,1,163,73,"",1
375491,2016-03-31,1,410,0,2,1
391891,2016-02-16,3,315,394,"",1
375491,2016-04-15,10,45,121,2,1
391891,2016-02-17,1,306,36,"",1
375491,2016-04-16,14,44,617,2,1
391891,2016-02-23,2,65,50,"",1
375491,2016-04-23,7,137,184,5,1
391891,2016-02-25,6,284,243,1,1
375491,2016-04-25,20,88,95,2,1
393951,2016-04-22,1,134,51,5,1
376759,2016-04-15,2,217,139,2,1
395930,2016-04-05,3,153,"","",1
377775,2016-03-24,1,77,67,5,1
399135,2016-03-06,1,109,24,"",1
384787,2016-03-17,2,363,1123,5,1
399135,2016-03-23,2,449,205,5,1
385220,2016-01-25,2,48,68,"",1
399135,2016-03-31,4,861,332,"",1
387746,2016-03-18,1,372,78,5,1
399135,2016-04-08,2,745,65,5,1
388729,2016-02-20,2,52,86,"",1
399135,2016-04-15,1,1577,77,5,1
388729,2016-03-02,3,125,329,3,1
399135,2016-04-23,1,1190,34,"",1
389448,2016-03-01,1,149,17,"",1
399135,2016-04-27,1,1953,357,"",1
389448,2016-03-12,5,140,91,4,1
399135,2016-04-28,2,860,2471,5,1
389448,2016-03-15,2,48,33,"",1
412057,2016-02-28,9,141,0,4,1
391436,2016-02-09,4,253,176,5,1
412057,2016-03-02,8,99,9,"",1
391436,2016-02-10,3,243,86,"",1
412057,2016-03-19,5,80,7,5,1
391436,2016-02-15,6,213,320,4,1
412057,2016-03-29,4,112,211,"",1
391891,2016-01-29,6,175,1194,5,1
412057,2016-04-04,3,82,213,2,1
391891,2016-04-03,4,200,233,"",1
412057,2016-04-07,1,82,"","",1
393008,2016-01-19,1,376,0,5,1
412057,2016-04-14,2,58,0,5,1
399135,2016-02-24,1,1343,109,"",1
414377,2016-03-29,1,321,923,5,1
399135,2016-03-13,1,1283,202,5,1
417324,2016-04-21,2,501,0,5,1
399135,2016-03-25,2,1587,234,"",1
420676,2015-08-30,2,200,6,"",1
399135,2016-04-03,1,890,501,"",1
420676,2015-09-17,1,694,15,"",1
399135,2016-04-05,4,1011,373,5,1
423196,2016-01-31,1,718,178,5,1
402968,2016-02-05,2,30,216,5,1
425034,2016-02-05,2,164,240,"",1
408061,2016-02-02,4,50,93,5,1
425034,2016-03-22,3,108,388,5,1
409026,2016-02-18,1,480,75,"",1
425034,2016-03-28,1,70,1012,2,1
409786,2016-02-24,1,315,258,"",1
426073,2016-02-02,4,123,0,5,1
409786,2016-03-09,5,213,1092,"",1
426073,2016-02-22,2,186,"",3,1
412057,2016-02-21,2,100,0,"",1
426073,2016-03-04,1,115,174,"",1
412057,2016-02-22,4,93,0,"",1
426073,2016-03-05,2,135,131,2,1
412057,2016-02-24,1,63,"","",1
426191,2016-02-18,4,231,"","",1
412057,2016-02-29,3,56,167,"",1
426191,2016-02-26,3,174,"","",1
412057,2016-03-15,7,127,269,3,1
426191,2016-03-18,4,157,"","",1
412057,2016-03-28,3,86,0,2,1
426191,2016-03-20,3,135,0,5,1
412057,2016-03-30,5,228,0,5,1
426191,2016-03-21,5,132,0,5,1
412057,2016-04-01,11,159,8578,5,1
427079,2016-02-26,3,158,8,3,1
412057,2016-04-05,9,114,0,5,1
427079,2016-02-28,1,69,190,"",1
412057,2016-04-11,5,134,718,5,1
427079,2016-03-25,1,376,19,5,1
412057,2016-04-12,6,93,362,2,1
428522,2016-03-12,1,566,1150,"",1
417324,2016-02-15,2,783,0,5,1
430018,2016-02-12,2,24,0,5,1
420609,2016-02-14,1,150,3,"",1
432937,2016-04-22,2,27,40,5,1
420676,2015-09-01,1,724,58,"",1
433156,2016-03-17,1,805,26,"",1
420676,2015-09-10,1,767,44,"",1
433156,2016-04-01,1,620,755,2,1
420676,2015-10-24,1,607,20,4,1
433156,2016-04-18,1,412,40,5,1
423196,2016-02-15,2,360,145,"",1
437460,2016-04-27,4,413,1027,"",1
423196,2016-02-28,1,47,799,1,1
437460,2016-04-28,2,357,179,5,1
425034,2016-02-12,2,105,240,3,1
440553,2016-03-05,2,237,36,"",1
425034,2016-04-02,3,68,42,5,1
440553,2016-03-21,1,165,17,2,1
426073,2016-02-05,1,735,"","",1
440553,2016-04-11,1,511,69,5,1
426073,2016-02-25,1,89,45,3,1
441159,2016-03-21,3,82,831,5,1
426073,2016-03-09,1,263,88,5,1
441409,2016-02-18,2,148,"","",1
426191,2016-02-19,3,179,0,3,1
443438,2016-02-16,2,39,131,4,1
426191,2016-03-16,4,162,0,5,1
445667,2016-02-04,2,380,0,"",1
426191,2016-03-22,1,180,0,4,1
447884,2016-02-08,1,305,"","",1
426255,2016-02-01,1,73,90,"",1
447884,2016-02-15,3,233,0,4,1
426255,2016-02-23,1,181,153,"",1
447884,2016-04-24,1,146,26,5,1
430889,2016-04-23,2,21,0,5,1
449006,2016-02-12,5,311,0,5,1
431412,2016-02-10,5,475,794,5,1
453043,2016-04-26,6,163,219,3,1
432937,2016-02-25,1,240,240,"",1
461349,2016-03-13,1,246,114,2,1
432937,2016-03-26,1,67,24,2,1
469878,2016-02-14,8,108,0,3,1
433156,2016-02-28,1,637,41,"",1
469878,2016-03-16,1,156,47,5,1
433156,2016-03-25,1,556,71,5,1
470716,2016-04-25,1,165,412,2,1
433156,2016-04-16,1,427,230,"",1
471825,2016-03-21,8,150,89,5,1
435328,2016-02-24,5,106,0,3,1
471825,2016-04-21,2,25,2,5,1
440553,2016-02-25,1,527,21,3,1
471825,2016-04-25,3,73,10,5,1
440553,2016-03-22,2,213,13,"",1
474624,2016-02-21,1,156,204,"",1
441409,2016-02-04,5,324,38,3,1
474624,2016-02-24,1,121,121,3,1
443438,2016-02-05,4,172,135,5,1
477902,2016-04-14,4,233,"",2,1
443438,2016-02-07,5,104,325,5,1
486249,2016-02-19,3,306,10,3,1
443438,2016-02-15,2,94,18,"",1
486249,2016-04-05,1,451,70,5,1
443438,2016-02-26,5,97,200,"",1
494956,2016-02-20,6,195,0,2,1
443438,2016-03-21,2,37,97,"",1
494956,2016-03-24,3,81,25261,"",1
443438,2016-04-26,1,17,156,"",1
494956,2016-03-26,4,110,0,5,1
445667,2016-04-20,1,404,629,5,1
494956,2016-03-27,24,317,0,4,1
447884,2016-03-05,7,132,0,4,1
498418,2016-02-22,1,409,99,"",1
453043,2016-04-16,5,191,82,5,1
500634,2016-02-25,2,240,0,"",1
457438,2016-02-10,1,933,392,"",1
501963,2016-04-23,1,90,388,2,1
461349,2016-04-07,1,544,498,5,1
507128,2016-03-06,1,203,9,"",1
467126,2016-02-16,1,117,111,4,1
508640,2016-03-17,6,120,"",3,1
467133,2016-02-12,2,53,0,4,1
513373,2016-04-04,4,44,378,2,1
467133,2016-02-18,3,80,"","",1
515987,2016-04-02,5,75,748,2,1
467133,2016-04-28,1,43,126,5,1
515987,2016-04-11,3,171,41,5,1
469878,2016-02-22,1,94,35,"",1
515987,2016-04-18,5,82,89,2,1
470716,2016-03-30,1,183,11,5,1
515987,2016-04-19,10,81,410,5,1
471825,2016-03-02,3,290,50,2,1
515987,2016-04-21,9,32,28,5,1
471825,2016-03-08,4,125,31,"",1
516243,2016-04-13,2,108,427,"",1
471825,2016-03-11,4,120,29,"",1
517852,2016-03-24,1,136,"","",1
471825,2016-03-18,5,133,55,5,1
517852,2016-03-26,2,117,0,4,1
471825,2016-03-19,1,130,21,"",1
520628,2016-03-10,1,10,57,"",1
471825,2016-03-29,3,91,19,5,1
522255,2016-03-25,1,279,18,5,1
471825,2016-03-31,1,74,39,5,1
524972,2016-03-09,3,298,0,3,1
471825,2016-04-02,3,116,433,5,1
524972,2016-03-14,6,204,18,5,1
473224,2016-04-01,1,153,85,5,1
531116,2016-03-07,2,391,556,"",1
474624,2016-02-25,1,357,157,"",1
531116,2016-03-08,1,178,754,5,1
477153,2016-02-25,1,48,1156,"",1
531637,2016-03-20,2,280,25,"",1
477153,2016-03-21,1,16,29,5,1
538331,2016-04-12,2,193,0,5,1
477902,2016-03-25,1,217,783,5,1
540919,2016-04-19,1,528,370,2,1
488897,2016-02-17,2,117,0,3,1
546203,2016-03-20,2,29,6,"",1
500392,2016-02-24,1,394,0,"",1
550940,2016-03-23,2,59,108,2,1
500634,2016-03-14,1,524,33,"",1
551880,2016-04-19,4,38,6,2,1
500634,2016-03-26,1,520,11,5,1
551880,2016-04-21,5,103,68,5,1
500634,2016-04-04,1,277,21,5,1
552159,2016-03-28,6,302,243,5,1
507128,2016-02-27,1,87,144,"",1
554767,2016-03-19,1,121,67,"",1
507128,2016-03-04,4,279,38,3,1
554814,2016-03-16,1,207,0,5,1
507888,2016-03-25,1,204,16,5,1
556620,2016-04-12,1,80,321,5,1
507888,2016-03-29,1,180,12,5,1
561392,2016-03-20,1,272,189,5,1
508640,2016-03-21,5,134,"",5,1
561392,2016-03-23,5,221,349,5,1
510526,2016-03-16,1,134,218,4,1
564163,2016-04-19,2,154,12,"",1
510526,2016-04-03,1,264,23,2,1
570413,2016-03-23,2,55,0,3,1
512302,2016-03-28,1,248,2556,5,1
573931,2016-04-04,1,342,296,5,1
513384,2016-04-12,1,82,39,5,1
573931,2016-04-27,3,309,43,"",1
515772,2016-03-25,1,54,25,5,1
581745,2016-04-11,6,49,177,5,1
515987,2016-03-23,2,157,14,5,1
581745,2016-04-16,5,43,219,2,1
515987,2016-03-29,7,94,259,5,1
589390,2016-04-06,1,162,2830,4,1
515987,2016-04-08,6,89,164,2,1
599215,2016-04-10,3,165,58,5,1
515987,2016-04-20,8,55,58,"",1
609161,2016-04-12,2,86,89,5,1
516243,2016-03-16,8,710,147,"",1
609161,2016-04-20,4,121,210,5,1
516243,2016-04-08,1,656,34,2,1
609161,2016-04-21,7,81,270,5,1
525438,2016-03-16,1,406,594,5,1
609161,2016-04-22,3,161,25,"",1
531637,2016-03-28,2,278,29,"",1
609161,2016-04-24,7,93,347,2,1
531637,2016-04-04,1,320,24,5,1
609161,2016-04-25,5,155,79,5,1
531637,2016-04-22,1,453,178,"",1
609820,2016-04-12,2,292,"",5,1
536804,2016-04-26,1,126,44,2,1
609820,2016-04-19,1,451,0,5,1
540919,2016-04-12,3,112,127,"",1
609820,2016-04-27,1,246,0,5,1
543106,2016-04-21,2,88,175,5,1
611741,2016-04-14,8,119,0,5,1
546203,2016-03-16,2,60,469,5,1
613753,2016-04-24,4,145,52,2,1
546203,2016-03-22,1,90,377,"",1
619980,2016-04-14,3,137,542,5,1
546203,2016-03-28,3,81,4089,2,1
619980,2016-04-16,1,612,26,"",1
551880,2016-04-20,2,105,63,5,1
620570,2016-04-24,1,193,590,5,1
554767,2016-03-15,5,81,"","",1
632436,2016-04-20,2,32,15,5,1
559869,2016-03-17,3,274,0,5,1
632436,2016-04-27,3,70,6,5,1
564163,2016-04-13,2,80,0,5,1
645224,2016-04-26,1,21,12005,5,1
564163,2016-04-14,1,206,0,"",1
657296,2016-04-20,6,150,18,5,1
564163,2016-04-17,2,189,55,5,1
657296,2016-04-21,4,209,50,5,1
573931,2016-04-11,1,402,363,"",1
657296,2016-04-26,2,129,236,5,1
581131,2016-03-25,2,107,111,2,1
80,2015-08-25,3,405,49,2,1
581745,2016-04-13,1,57,136,5,1
183,2015-10-27,1,423,31,"",1
581745,2016-04-21,4,49,87,2,1
493,2015-09-10,2,492,14,3,1
583374,2016-03-23,2,141,29,"",1
625,2016-04-02,1,591,0,5,1
586240,2016-03-25,1,166,7,5,1
625,2016-04-19,1,582,47,5,1
589390,2016-04-23,2,18,4,2,1
813,2016-02-04,1,843,171,5,1
598521,2016-04-10,2,100,315,2,1
829,2015-11-18,1,151,4,"",1
598521,2016-04-25,2,158,983,2,1
1126,2015-09-03,1,387,11669,"",1
602835,2016-04-10,1,234,313,5,1
1254,2015-09-26,4,194,9,4,1
609161,2016-04-10,32,115,581,5,1
1254,2015-11-18,1,499,75,"",1
609161,2016-04-13,10,99,410,5,1
1254,2016-02-11,1,184,158,"",1
609161,2016-04-15,4,63,454,5,1
1254,2016-03-05,1,490,58,"",1
609161,2016-04-17,8,161,188,5,1
1254,2016-03-16,1,302,11,5,1
610340,2016-04-16,1,397,699,2,1
1254,2016-04-07,1,491,67,5,1
611741,2016-04-11,8,129,0,5,1
1254,2016-04-27,1,265,0,5,1
615068,2016-04-19,4,96,24,5,1
1302,2015-10-20,1,376,152,1,1
615068,2016-04-24,3,85,39,5,1
1302,2016-03-17,5,247,0,2,1
615068,2016-04-27,4,79,52,2,1
1302,2016-03-30,8,220,0,5,1
619980,2016-04-12,1,287,280,5,1
1302,2016-04-11,3,271,"","",1
620570,2016-04-18,1,166,503,5,1
1541,2016-04-15,1,284,0,5,1
624193,2016-04-13,5,116,0,5,1
1541,2016-04-16,1,228,"",2,1
632436,2016-04-12,1,172,128,5,1
1725,2015-09-30,1,195,771,"",1
